"Statistic","Year","Region","UNIT","VALUE"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","South-West","%","54.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","Eastern and Midland","%","30.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","Dublin","%","25.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","Dublin and Mid-East","%","74.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","Mid-East","%","49.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2001","Midland","%","34"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","State","%","39.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Northern and Western","%","37.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Border","%","36.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","West","%","38.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Southern","%","53.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Mid-West","%","43.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","South-East","%","38.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","South-West","%","63.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Eastern and Midland","%","29.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Dublin","%","21.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Dublin and Mid-East","%","75"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Mid-East","%","53.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2002","Midland","%","28.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","State","%","35.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Northern and Western","%","33.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Border","%","34.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","West","%","31.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Southern","%","51.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Mid-West","%","46.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","South-East","%","41.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","South-West","%","58"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Eastern and Midland","%","26"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Dublin","%","19.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Dublin and Mid-East","%","66"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Mid-East","%","46.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2003","Midland","%","32.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","State","%","34.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Northern and Western","%","33.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Border","%","30.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","West","%","35.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Southern","%","47.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Mid-West","%","45.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","South-East","%","37.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","South-West","%","53.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Eastern and Midland","%","26.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Dublin","%","20.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Dublin and Mid-East","%","66.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Mid-East","%","46.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2004","Midland","%","33.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","State","%","33.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Northern and Western","%","32.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Border","%","30.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","West","%","34.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Southern","%","45.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Mid-West","%","41.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","South-East","%","35"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","South-West","%","51.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Eastern and Midland","%","26.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Dublin","%","21.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Dublin and Mid-East","%","65.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Mid-East","%","44.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2005","Midland","%","31.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","State","%","33.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Northern and Western","%","35.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Border","%","34.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","West","%","36"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Southern","%","45.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Mid-West","%","40.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","South-East","%","36.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","South-West","%","51.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Eastern and Midland","%","26.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Dublin","%","19.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Dublin and Mid-East","%","65.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Mid-East","%","46.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2006","Midland","%","37"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","State","%","31.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Northern and Western","%","32.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Border","%","30.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","West","%","33.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Southern","%","44.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Mid-West","%","39.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","South-East","%","34.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","South-West","%","51.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Eastern and Midland","%","23.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Dublin","%","16.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Dublin and Mid-East","%","60.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Mid-East","%","43.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2007","Midland","%","32.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","State","%","28.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Northern and Western","%","30.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Border","%","29.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","West","%","31.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Southern","%","40.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Mid-West","%","35.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","South-East","%","31.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","South-West","%","46.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Eastern and Midland","%","21.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Dublin","%","15.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Dublin and Mid-East","%","55.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Mid-East","%","40.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2008","Midland","%","27.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","State","%","27.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Northern and Western","%","25"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Border","%","21.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","West","%","27.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Southern","%","40.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Mid-West","%","33.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","South-East","%","23.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","South-West","%","49.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Eastern and Midland","%","21.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Dublin","%","15.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Dublin and Mid-East","%","55.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Mid-East","%","39.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2009","Midland","%","22.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","State","%","25.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Northern and Western","%","28.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Border","%","22.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","West","%","32.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Southern","%","37.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Mid-West","%","31.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","South-East","%","20"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","South-West","%","46.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Eastern and Midland","%","17.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Dublin","%","13.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Dublin and Mid-East","%","43.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Mid-East","%","29.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2010","Midland","%","17.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","State","%","26.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Northern and Western","%","35"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Border","%","28"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","West","%","39.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Southern","%","42.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Mid-West","%","35.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","South-East","%","22.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","South-West","%","51.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Eastern and Midland","%","14.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Dublin","%","12.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Dublin and Mid-East","%","36.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Mid-East","%","24.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2011","Midland","%","17.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","State","%","26.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Northern and Western","%","34.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Border","%","28.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","West","%","38.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Southern","%","42.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Mid-West","%","37.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","South-East","%","24.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","South-West","%","50.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Eastern and Midland","%","14.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Dublin","%","12.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Dublin and Mid-East","%","36.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Mid-East","%","23.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2012","Midland","%","17.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","State","%","26.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Northern and Western","%","37.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Border","%","29.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","West","%","41.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Southern","%","38.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Mid-West","%","32.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","South-East","%","32.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","South-West","%","43.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Eastern and Midland","%","17"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Dublin","%","15"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Dublin and Mid-East","%","40.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Mid-East","%","25.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2013","Midland","%","19.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","State","%","26.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Northern and Western","%","36.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Border","%","25.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","West","%","43.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Southern","%","37.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Mid-West","%","26.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","South-East","%","23"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","South-West","%","47.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Eastern and Midland","%","18.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Dublin","%","17.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Dublin and Mid-East","%","43"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Mid-East","%","25.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2014","Midland","%","22.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","State","%","41.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Northern and Western","%","38.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Border","%","25.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","West","%","46"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Southern","%","64"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Mid-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","South-East","%","27.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","South-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Eastern and Midland","%","21.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Dublin","%","16.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Dublin and Mid-East","%","54.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Mid-East","%","38.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2015","Midland","%","33"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","State","%","39.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Northern and Western","%","35"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Border","%","23.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","West","%","41.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Southern","%","59.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Mid-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","South-East","%","33.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","South-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Eastern and Midland","%","25.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Dublin","%","21.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Dublin and Mid-East","%","63.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Mid-East","%","41.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2016","Midland","%","28.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","State","%","39"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Northern and Western","%","35.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Border","%","28.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","West","%","39.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Southern","%","60.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Mid-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","South-East","%","32"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","South-West","%",""
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Eastern and Midland","%","22.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Dublin","%","19.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Dublin and Mid-East","%","54.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Mid-East","%","35.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2017","Midland","%","28.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","State","%","39.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Northern and Western","%","37.7"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Border","%","29"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","West","%","43.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Southern","%","61.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Mid-West","%","50.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","South-East","%","43.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","South-West","%","69.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Eastern and Midland","%","21.6"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Dublin","%","17.3"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Dublin and Mid-East","%","55.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Mid-East","%","38.5"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2018","Midland","%","29"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","State","%","38"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Northern and Western","%","39.4"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Border","%","30.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","West","%","44.8"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Southern","%","62.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Mid-West","%","55.9"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","South-East","%","52.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","South-West","%","67.2"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Eastern and Midland","%","18.1"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Dublin","%","13"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Dublin and Mid-East","%","52"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Mid-East","%","39"
"GVA at Factor Cost across branches - Manufacturing, Building and Construction (%)","2019","Midland","%","26.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","State","%","61.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Northern and Western","%","56.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Border","%","59.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","West","%","54.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Southern","%","48.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Mid-West","%","47.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","South-East","%","61.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","South-West","%","45"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Eastern and Midland","%","70"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Dublin","%","75.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Dublin and Mid-East","%","126.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Mid-East","%","50.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2000","Midland","%","62.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","State","%","58.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Northern and Western","%","56.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Border","%","59"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","West","%","54.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Southern","%","45.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Mid-West","%","45.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","South-East","%","58"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","South-West","%","40.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Eastern and Midland","%","67.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Dublin","%","74.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Dublin and Mid-East","%","121.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Mid-East","%","46.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2001","Midland","%","59.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","State","%","58"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Northern and Western","%","55.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Border","%","55.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","West","%","56"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Southern","%","42.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Mid-West","%","51.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","South-East","%","55.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","South-West","%","33.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Eastern and Midland","%","69.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Dublin","%","77.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Dublin and Mid-East","%","121.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Mid-East","%","44"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2002","Midland","%","64.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","State","%","61.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Northern and Western","%","60.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Border","%","58.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","West","%","62.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Southern","%","44.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Mid-West","%","49.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","South-East","%","53.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","South-West","%","39.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Eastern and Midland","%","72.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Dublin","%","80.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Dublin and Mid-East","%","131"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Mid-East","%","50.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2003","Midland","%","62.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","State","%","62.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Northern and Western","%","60.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Border","%","62.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","West","%","59.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Southern","%","48.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Mid-West","%","50"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","South-East","%","57.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","South-West","%","43.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Eastern and Midland","%","72.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Dublin","%","79.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Dublin and Mid-East","%","130.6"
